failed_logins,privilege_change_attempted,external_connection,MFA_bypassed,session_duration,access_hour,device_trust_score,attack_category
0,0,1,0,0.0,16,0.23,benign
1,0,1,0,0.0,16,0.2,benign
1,0,1,0,0.0,16,0.15,benign
0,0,1,0,0.0,15,0.14,benign
1,0,1,0,0.0,17,0.24,benign
1,0,1,0,0.0,8,0.28,benign
0,0,1,0,0.0,10,0.35,benign
0,0,1,0,0.0,17,0.23,benign
1,0,1,0,0.0,16,0.17,benign
1,0,1,0,0.0,10,0.07,benign
1,0,1,0,0.0,8,0.28,benign
1,0,1,0,0.0,15,0.24,benign
0,0,1,0,0.0,11,0.33,benign
1,0,1,0,0.0,13,0.11,benign
1,0,1,0,0.0,17,0.3,benign
0,0,1,0,0.0,17,0.09,benign
0,0,1,0,0.0,15,0.13,benign
0,0,1,0,0.0,9,0.28,benign
1,0,1,0,0.0,8,0.33,benign
0,0,1,0,0.0,14,0.1,benign
1,0,1,0,0.0,10,0.4,benign
1,0,1,0,0.0,12,0.35,benign
0,0,1,0,0.0,13,0.12,benign
1,0,1,0,0.0,16,0.33,benign
1,0,1,0,0.0,14,0.16,benign
1,0,1,0,0.0,14,0.22,benign
1,0,1,0,0.0,17,0.13,benign
0,0,1,0,0.0,16,0.09,benign
0,0,1,0,0.0,8,0.24,benign
1,1,1,0,0.0,15,0.4,benign
0,0,1,0,0.0,16,0.38,benign
1,0,1,0,0.0,13,0.14,benign
1,0,1,0,0.0,11,0.3,benign
1,0,1,0,0.0,13,0.14,benign
0,0,1,0,0.0,12,0.34,benign
0,0,1,0,0.0,8,0.09,benign
0,0,1,0,0.0,14,0.32,benign
0,0,1,0,0.0,10,0.05,benign
1,0,1,0,0.0,16,0.33,benign
1,0,1,0,0.0,15,0.07,benign
1,0,1,0,0.0,12,0.37,benign
0,0,1,0,0.0,15,0.05,benign
0,0,1,0,0.0,11,0.32,benign
1,0,1,0,0.0,12,0.17,benign
0,0,1,0,0.0,15,0.11,benign
1,0,1,0,0.0,8,0.26,benign
0,0,1,0,0.0,16,0.36,benign
0,0,1,0,0.0,14,0.31,benign
0,0,1,0,0.0,17,0.3,benign
1,0,1,0,0.0,9,0.24,benign
0,0,1,0,0.0,13,0.29,benign
1,0,1,0,0.0,13,0.08,benign
1,0,1,0,0.0,14,0.13,benign
1,0,1,0,0.0,12,0.38,benign
1,0,1,0,0.0,17,0.13,benign
1,0,1,0,0.0,16,0.14,benign
1,0,1,0,0.0,9,0.29,benign
1,0,1,0,0.0,17,0.25,benign
1,0,1,0,0.0,13,0.28,benign
1,0,1,0,0.0,11,0.37,benign
1,0,1,0,0.0,12,0.14,benign
1,0,1,0,0.0,12,0.37,benign
1,0,1,0,0.0,15,0.22,benign
1,0,1,0,0.0,9,0.05,benign
1,0,1,0,0.0,16,0.37,benign
0,0,1,0,0.0,17,0.32,benign
0,0,1,0,0.0,9,0.09,benign
1,0,1,0,0.0,14,0.24,benign
1,0,1,0,0.0,13,0.39,benign
0,0,1,0,0.0,14,0.24,benign
1,0,1,0,0.0,17,0.31,benign
1,0,1,0,0.0,10,0.08,benign
0,0,1,0,0.0,8,0.14,benign
1,0,1,0,0.0,9,0.05,benign
1,0,1,0,0.0,14,0.33,benign
1,0,1,0,0.0,13,0.11,benign
0,0,1,0,0.0,17,0.37,benign
1,0,1,0,0.0,11,0.16,benign
0,0,1,0,0.0,10,0.16,benign
1,0,1,0,0.0,16,0.13,benign
0,0,1,0,0.0,8,0.37,benign
1,0,1,0,0.0,15,0.26,benign
1,0,1,0,0.0,11,0.05,benign
1,0,1,0,0.0,17,0.21,benign
1,0,1,0,0.0,10,0.16,benign
1,0,1,0,0.0,16,0.28,benign
0,0,1,0,0.0,12,0.18,benign
0,0,1,0,0.0,10,0.32,benign
1,0,1,0,0.0,8,0.37,benign
1,0,1,0,0.0,11,0.21,benign
1,0,1,0,0.0,13,0.3,benign
0,0,1,0,0.0,11,0.18,benign
1,0,1,0,0.0,10,0.4,benign
1,0,1,0,0.0,9,0.37,benign
1,0,1,0,0.0,16,0.39,benign
0,0,1,0,0.0,14,0.36,benign
1,0,1,0,0.0,8,0.28,benign
0,0,1,0,0.0,12,0.14,benign
1,0,1,0,0.0,15,0.25,benign
0,0,1,0,0.0,17,0.16,benign
1,0,1,0,0.0,14,0.24,benign
1,0,1,0,0.0,9,0.19,benign
1,0,1,0,0.0,17,0.18,benign
0,0,1,0,0.0,14,0.23,benign
0,0,1,0,0.0,8,0.06,benign
0,0,1,0,0.0,9,0.27,benign
1,0,1,0,0.0,16,0.2,benign
0,0,1,0,0.0,15,0.31,benign
0,0,1,0,0.0,10,0.24,benign
0,0,1,0,0.0,14,0.4,benign
0,0,1,0,0.0,12,0.23,benign
1,0,1,0,0.0,11,0.32,benign
1,0,1,0,0.0,8,0.12,benign
1,0,1,0,0.0,15,0.17,benign
0,0,1,0,0.0,11,0.14,benign
0,0,1,0,0.0,16,0.22,benign
0,0,1,0,0.0,10,0.38,benign
1,0,1,0,0.0,11,0.29,benign
1,0,1,0,0.0,15,0.32,benign
0,0,1,0,0.0,17,0.18,benign
1,0,1,0,0.0,10,0.12,benign
1,0,1,0,0.0,16,0.21,benign
1,0,1,0,0.0,8,0.13,benign
1,0,1,0,0.0,10,0.27,benign
1,0,1,0,0.0,16,0.17,benign
0,0,1,0,0.0,9,0.1,benign
0,0,1,0,0.0,8,0.28,benign
0,0,1,0,0.0,9,0.27,benign
1,0,1,0,0.0,10,0.28,benign
0,0,1,0,0.0,9,0.11,benign
1,0,1,0,0.0,10,0.15,benign
1,0,1,0,0.0,15,0.29,benign
1,0,1,0,0.0,16,0.33,benign
0,0,1,0,0.0,8,0.2,benign
1,0,1,0,0.0,14,0.38,benign
1,0,1,0,0.0,15,0.14,benign
1,0,1,0,0.0,12,0.21,benign
1,0,1,0,0.0,17,0.14,benign
0,0,1,0,0.0,8,0.33,benign
1,0,1,0,0.0,17,0.08,benign
0,0,1,0,0.0,16,0.33,benign
0,0,1,0,0.0,12,0.05,benign
0,0,1,0,0.0,15,0.38,benign
1,0,1,0,0.0,13,0.4,benign
1,0,1,0,0.0,9,0.05,benign
0,0,1,0,0.0,12,0.26,benign
0,0,1,0,0.0,11,0.39,benign
1,0,1,0,0.0,9,0.39,benign
0,0,1,0,0.0,8,0.27,benign
0,0,1,0,0.0,16,0.32,benign
1,0,1,0,0.0,17,0.17,benign
1,0,1,0,0.0,13,0.14,benign
1,0,1,0,0.0,12,0.14,benign
0,0,1,0,0.0,10,0.3,benign
0,0,1,0,0.0,17,0.33,benign
1,0,1,0,0.0,16,0.3,benign
1,0,1,0,0.0,14,0.39,benign
0,0,1,0,0.0,16,0.12,benign
1,0,1,0,0.0,12,0.13,benign
0,0,1,0,0.0,12,0.37,benign
1,0,1,0,0.0,10,0.33,benign
0,0,1,0,0.0,15,0.18,benign
0,0,1,0,0.0,12,0.12,benign
0,0,1,0,0.0,8,0.36,benign
1,0,1,0,0.0,13,0.24,benign
0,0,1,0,0.0,10,0.25,benign
1,0,1,0,0.0,12,0.3,benign
0,0,1,0,0.0,15,0.12,benign
0,0,1,0,0.0,10,0.31,benign
1,0,1,0,0.0,15,0.06,benign
0,0,1,0,0.0,17,0.34,benign
1,0,1,0,0.0,8,0.07,benign
0,0,1,0,0.0,8,0.23,benign
0,0,1,0,0.0,9,0.35,benign
1,0,1,0,0.0,12,0.33,benign
0,0,1,0,0.0,17,0.33,benign
0,0,1,0,0.0,12,0.29,benign
1,0,1,0,0.0,15,0.35,benign
1,0,1,0,0.0,13,0.24,benign
1,0,1,0,0.0,9,0.3,benign
1,0,1,0,0.0,11,0.18,benign
0,0,1,0,0.0,12,0.07,benign
1,0,1,0,0.0,8,0.09,benign
0,0,1,0,0.0,9,0.3,benign
0,0,1,0,0.0,9,0.16,benign
0,0,1,0,0.0,17,0.09,benign
1,0,1,0,0.0,17,0.11,benign
1,0,1,0,0.0,17,0.3,benign
0,0,1,0,0.0,8,0.18,benign
0,0,1,0,0.0,17,0.31,benign
0,0,1,0,0.0,14,0.12,benign
1,0,1,0,0.0,8,0.36,benign
1,0,1,0,0.0,11,0.14,benign
1,0,1,0,0.0,8,0.34,benign
0,0,1,0,0.0,9,0.26,benign
0,0,1,0,0.0,15,0.26,benign
0,0,1,0,0.0,9,0.34,benign
1,0,1,0,0.0,16,0.16,benign
0,0,1,0,0.0,10,0.13,benign
1,0,1,0,0.0,12,0.22,benign
1,0,1,0,0.0,17,0.39,benign
1,0,1,0,0.0,13,0.27,benign
1,0,1,0,0.0,8,0.16,benign
0,0,1,0,0.0,14,0.36,benign
1,0,1,0,0.0,15,0.15,benign
0,0,1,0,0.0,8,0.1,benign
1,0,1,0,0.0,11,0.23,benign
1,0,1,0,0.0,11,0.3,benign
0,0,1,0,0.0,16,0.19,benign
1,0,1,0,0.0,12,0.25,benign
0,0,1,0,0.0,17,0.3,benign
1,0,1,0,0.0,14,0.3,benign
1,0,1,0,0.0,9,0.25,benign
1,0,1,0,0.0,8,0.14,benign
1,0,1,0,0.0,14,0.32,benign
1,0,1,0,0.0,13,0.1,benign
1,0,1,0,0.0,13,0.39,benign
1,0,1,0,0.0,16,0.39,benign
0,0,1,0,0.0,9,0.15,benign
0,0,1,0,0.0,14,0.11,benign
0,0,1,0,0.0,14,0.31,benign
1,0,1,0,0.0,10,0.33,benign
0,0,1,0,0.0,17,0.21,benign
1,0,1,0,0.0,10,0.19,benign
1,0,1,0,0.0,8,0.32,benign
1,0,1,0,0.0,17,0.19,benign
0,0,1,0,0.0,15,0.39,benign
0,0,1,0,0.0,12,0.11,benign
0,0,1,0,0.0,8,0.15,benign
0,0,1,0,0.0,16,0.23,benign
1,0,1,0,0.0,13,0.13,benign
1,0,1,0,0.0,11,0.25,benign
1,0,1,0,0.0,10,0.36,benign
1,0,1,0,0.0,12,0.38,benign
0,0,1,0,0.0,9,0.27,benign
1,0,1,0,0.0,11,0.23,benign
0,0,1,0,0.0,17,0.23,benign
1,0,1,0,0.0,14,0.24,benign
0,0,1,0,0.0,13,0.17,benign
0,0,1,0,0.0,16,0.35,benign
1,0,1,0,0.0,14,0.15,benign
1,0,1,0,0.0,12,0.15,benign
1,0,1,0,0.0,15,0.3,benign
0,0,1,0,0.0,13,0.35,benign
1,0,1,0,0.0,14,0.06,benign
0,0,1,0,0.0,8,0.15,benign
1,0,1,0,0.0,16,0.38,benign
1,0,1,0,0.0,12,0.2,benign
1,0,1,0,0.0,8,0.3,benign
1,0,1,0,0.0,8,0.32,benign
0,0,1,0,0.0,17,0.28,benign
0,0,1,0,0.0,13,0.27,benign
0,0,1,0,0.0,16,0.1,benign
1,0,1,0,0.0,9,0.36,benign
1,0,1,0,0.0,16,0.33,benign
1,0,1,0,0.0,13,0.31,benign
0,0,1,0,0.0,15,0.25,benign
1,0,1,0,0.0,14,0.08,benign
1,0,1,0,0.0,8,0.16,benign
1,0,1,0,0.0,11,0.17,benign
1,0,1,0,0.0,15,0.06,benign
0,0,1,0,0.0,9,0.24,benign
1,0,1,0,0.0,15,0.24,benign
0,0,1,0,0.0,13,0.23,benign
0,0,1,0,0.0,9,0.16,benign
0,0,1,0,0.0,12,0.21,benign
0,0,1,0,0.0,14,0.19,benign
1,0,1,0,0.0,8,0.31,benign
0,0,1,0,0.0,16,0.32,benign
0,0,1,0,0.0,12,0.35,benign
0,0,1,0,0.0,8,0.1,benign
0,0,1,0,0.0,12,0.26,benign
0,0,1,0,0.0,12,0.32,benign
0,0,1,0,0.0,10,0.38,benign
1,0,1,0,0.0,12,0.06,benign
1,0,1,0,0.0,13,0.19,benign
0,0,1,0,0.0,8,0.25,benign
0,0,1,0,0.0,13,0.21,benign
1,0,1,0,0.0,15,0.11,benign
0,0,1,0,0.0,14,0.31,benign
0,0,1,0,0.0,8,0.09,benign
0,0,1,0,0.0,16,0.34,benign
1,0,1,0,0.0,11,0.07,benign
1,0,1,0,0.0,17,0.06,benign
1,0,1,0,0.0,11,0.3,benign
1,0,1,0,0.0,12,0.22,benign
0,0,1,0,0.0,15,0.32,benign
1,0,1,0,0.0,11,0.25,benign
0,1,1,0,0.0,12,0.27,benign
0,0,1,0,0.0,17,0.17,benign
0,0,1,0,0.0,12,0.37,benign
1,0,1,0,0.0,17,0.33,benign
1,0,1,0,0.0,17,0.11,benign
0,0,1,0,0.0,15,0.34,benign
1,0,1,0,0.0,16,0.38,benign
0,0,1,0,0.0,10,0.18,benign
1,0,1,0,0.0,9,0.19,benign
0,0,1,0,0.0,16,0.1,benign
0,0,1,0,0.0,15,0.37,benign
1,0,1,0,0.0,15,0.27,benign
1,0,1,0,0.0,11,0.33,benign
0,0,1,0,0.0,14,0.32,benign
0,0,1,0,0.0,8,0.19,benign
0,0,1,0,0.0,10,0.3,benign
0,0,1,0,0.0,16,0.08,benign
0,0,1,0,0.0,11,0.14,benign
1,0,1,0,0.0,15,0.23,benign
1,0,1,0,0.0,8,0.09,benign
1,0,1,0,0.0,14,0.38,benign
1,0,1,0,0.0,9,0.06,benign
0,0,1,0,0.0,11,0.34,benign
1,0,1,0,0.0,16,0.33,benign
0,0,1,0,0.0,14,0.17,benign
1,0,1,0,0.0,13,0.39,benign
1,0,1,0,0.0,14,0.24,benign
0,0,1,0,0.0,11,0.08,benign
0,0,1,0,0.0,11,0.15,benign
0,0,1,0,0.0,8,0.22,benign
1,0,1,0,0.0,9,0.13,benign
1,0,1,0,0.0,16,0.1,benign
0,0,1,0,0.0,8,0.2,benign
1,0,1,0,0.0,16,0.38,benign
0,0,1,0,0.0,15,0.3,benign
1,0,1,0,0.0,13,0.22,benign
0,0,1,0,0.0,15,0.27,benign
1,0,1,0,0.0,11,0.26,benign
1,0,1,0,0.0,9,0.16,benign
1,0,1,0,0.0,17,0.37,benign
1,0,1,0,0.0,15,0.26,benign
0,0,1,0,0.0,13,0.21,benign
1,0,1,0,0.0,15,0.18,benign
0,0,1,0,0.0,15,0.13,benign
0,0,1,0,0.0,10,0.1,benign
1,0,1,0,0.0,9,0.35,benign
1,0,1,0,0.0,16,0.18,benign
1,0,1,0,0.0,10,0.13,benign
1,0,1,0,0.0,10,0.27,benign
1,0,1,0,0.0,13,0.19,benign
0,0,1,0,0.0,16,0.13,benign
0,0,1,0,0.0,16,0.22,benign
0,0,1,0,0.0,9,0.4,benign
0,0,1,0,0.0,15,0.08,benign
0,0,1,0,0.0,14,0.21,benign
0,0,1,0,0.0,16,0.17,benign
1,0,1,0,0.0,10,0.27,benign
1,0,1,0,0.0,8,0.38,benign
0,0,1,0,0.0,11,0.24,benign
1,0,1,0,0.0,17,0.11,benign
1,0,1,0,0.0,9,0.06,benign
1,0,1,0,0.0,15,0.33,benign
1,0,1,0,0.0,9,0.19,benign
0,0,1,0,0.0,12,0.05,benign
0,0,1,0,0.0,16,0.07,benign
0,0,1,0,0.0,12,0.28,benign
0,0,1,0,0.0,16,0.15,benign
0,0,1,0,0.0,9,0.26,benign
0,0,1,0,0.0,15,0.36,benign
0,0,1,0,0.0,17,0.19,benign
0,0,1,0,0.0,14,0.07,benign
1,0,1,0,0.0,11,0.32,benign
0,0,1,0,0.0,14,0.08,benign
1,0,1,0,0.0,16,0.33,benign
1,0,1,0,0.0,13,0.27,benign
1,0,1,0,0.0,13,0.13,benign
1,0,1,0,0.0,13,0.3,benign
1,0,1,0,0.0,8,0.18,benign
0,0,1,0,0.0,10,0.11,benign
1,0,1,0,0.0,8,0.19,benign
0,0,1,0,0.0,15,0.18,benign
1,0,1,0,0.0,13,0.05,benign
1,0,1,0,0.0,11,0.15,benign
1,0,1,0,0.0,9,0.08,benign
1,0,1,0,0.0,9,0.18,benign
0,0,1,0,0.0,17,0.25,benign
0,0,1,0,0.0,8,0.05,benign
1,0,1,0,0.0,15,0.12,benign
1,0,1,0,0.0,17,0.33,benign
1,0,1,0,0.0,8,0.37,benign
0,0,1,0,0.0,17,0.3,benign
1,0,1,0,0.0,13,0.07,benign
1,0,1,0,0.0,11,0.37,benign
0,0,1,0,0.0,8,0.08,benign
0,0,1,0,0.0,10,0.07,benign
0,0,1,0,0.0,8,0.15,benign
0,0,1,0,0.0,8,0.23,benign
1,0,1,0,0.0,8,0.09,benign
1,0,1,0,0.0,10,0.12,benign
0,0,1,0,0.0,8,0.38,benign
1,0,1,0,0.0,8,0.28,benign
1,0,1,0,0.0,11,0.32,benign
1,0,1,0,0.0,16,0.06,benign
1,0,1,0,0.0,15,0.32,benign
0,0,1,0,0.0,17,0.26,benign
0,0,1,0,0.0,15,0.33,benign
1,0,1,0,0.0,11,0.36,benign
0,0,1,0,0.0,16,0.37,benign
0,0,1,0,0.0,8,0.21,benign
1,0,1,0,0.0,11,0.14,benign
1,0,1,0,0.0,12,0.37,benign
1,0,1,0,0.0,15,0.11,benign
1,0,1,0,0.0,11,0.35,benign
1,0,1,0,0.0,11,0.2,benign
0,0,1,0,0.0,8,0.08,benign
0,0,1,0,0.0,14,0.09,benign
1,0,1,0,0.0,13,0.09,benign
0,0,1,0,0.0,17,0.17,benign
0,0,1,0,0.0,13,0.08,benign
1,0,1,0,0.0,9,0.09,benign
1,0,1,0,0.0,13,0.28,benign
0,0,1,0,0.0,9,0.09,benign
1,0,1,0,0.0,12,0.31,benign
0,0,1,0,0.0,15,0.12,benign
0,0,1,0,0.0,15,0.08,benign
1,0,1,0,0.0,12,0.11,benign
1,0,1,0,0.0,10,0.24,benign
0,0,1,0,0.0,10,0.12,benign
1,0,1,0,0.0,11,0.2,benign
0,0,1,0,0.0,9,0.08,benign
0,0,1,0,0.0,8,0.36,benign
0,0,1,0,0.0,13,0.26,benign
0,0,1,0,0.0,13,0.38,benign
1,0,1,0,0.0,17,0.14,benign
0,0,1,0,0.0,11,0.09,benign
1,0,1,0,0.0,10,0.06,benign
1,0,1,0,0.0,9,0.21,benign
0,0,1,0,0.0,16,0.18,benign
0,0,1,0,0.0,17,0.22,benign
1,0,1,0,0.0,13,0.27,benign
1,0,1,0,0.0,9,0.09,benign
0,0,1,0,0.0,15,0.12,benign
0,0,1,0,0.0,8,0.33,benign
0,0,1,0,0.0,15,0.19,benign
1,0,1,0,0.0,16,0.17,benign
0,0,1,0,0.0,8,0.06,benign
1,0,1,0,0.0,8,0.31,benign
1,0,1,0,0.0,15,0.23,benign
0,0,1,0,0.0,11,0.37,benign
0,0,1,0,0.0,8,0.39,benign
1,0,1,0,0.0,8,0.12,benign
1,0,1,0,0.0,13,0.38,benign
1,0,1,0,0.0,12,0.23,benign
1,0,1,0,0.0,8,0.19,benign
0,0,1,0,0.0,12,0.19,benign
0,0,1,0,0.0,11,0.14,benign
0,0,1,0,0.0,11,0.13,benign
1,0,1,0,0.0,10,0.17,benign
0,0,1,0,0.0,12,0.17,benign
0,0,1,0,0.0,15,0.33,benign
0,0,1,0,0.0,16,0.33,benign
0,0,1,0,0.0,10,0.27,benign
1,0,1,0,0.0,8,0.25,benign
1,1,1,0,0.0,14,0.29,benign
1,0,1,0,0.0,16,0.11,benign
0,0,1,0,0.0,17,0.18,benign
0,0,1,0,0.0,11,0.16,benign
0,0,1,0,0.0,8,0.2,benign
1,0,1,0,0.0,15,0.24,benign
1,0,1,0,0.0,13,0.37,benign
0,0,1,0,0.0,12,0.35,benign
0,0,1,0,0.0,13,0.29,benign
1,0,1,0,0.0,12,0.29,benign
1,0,1,0,0.0,15,0.18,benign
1,0,1,0,0.0,11,0.12,benign
0,0,1,0,0.0,13,0.24,benign
1,0,1,0,0.0,16,0.08,benign
0,0,1,0,0.0,12,0.33,benign
0,0,1,0,0.0,13,0.26,benign
1,0,1,0,0.0,14,0.09,benign
0,0,1,0,0.0,13,0.25,benign
1,0,1,0,0.0,16,0.29,benign
1,0,1,0,0.0,9,0.34,benign
1,0,1,0,0.0,8,0.24,benign
1,0,1,0,0.0,10,0.4,benign
1,0,1,0,0.0,8,0.28,benign
0,0,1,0,0.0,9,0.25,benign
0,0,1,0,0.0,13,0.34,benign
0,0,1,0,0.0,9,0.1,benign
1,0,1,0,0.0,14,0.34,benign
0,0,1,0,0.0,8,0.39,benign
0,0,1,0,0.0,14,0.35,benign
0,0,1,0,0.0,9,0.17,benign
0,0,1,0,0.0,12,0.23,benign
1,0,1,0,0.0,10,0.29,benign
0,0,1,0,0.0,8,0.13,benign
1,0,1,0,0.0,16,0.15,benign
0,0,1,0,0.0,11,0.16,benign
0,0,1,0,0.0,9,0.25,benign
1,0,1,0,0.0,9,0.07,benign
1,1,1,0,0.0,14,0.08,benign
0,0,1,0,0.0,16,0.31,benign
0,0,1,0,0.0,17,0.23,benign
0,0,1,0,0.0,11,0.15,benign
0,0,1,0,0.0,11,0.19,benign
0,0,1,0,0.0,17,0.14,benign
1,0,1,0,0.0,15,0.39,benign
1,0,1,0,0.0,10,0.4,benign
0,0,1,0,0.0,11,0.19,benign
1,0,1,0,0.0,16,0.08,benign
1,0,1,0,0.0,11,0.25,benign
1,0,1,0,0.0,15,0.31,benign
1,0,1,0,0.0,13,0.07,benign
0,0,1,0,0.0,11,0.27,benign
1,0,1,0,0.0,12,0.19,benign
1,0,1,0,0.0,11,0.12,benign
0,0,1,0,0.0,14,0.17,benign
1,0,1,0,0.0,10,0.12,benign
1,0,1,0,0.0,14,0.15,benign
1,0,1,0,0.0,17,0.24,benign
1,0,1,0,0.0,14,0.38,benign
1,0,1,0,0.0,10,0.28,benign
0,0,1,0,0.0,14,0.1,benign
0,0,1,0,0.0,14,0.1,benign
0,0,1,0,0.0,13,0.12,benign
0,0,1,0,0.0,10,0.25,benign
0,0,1,0,0.0,13,0.1,benign
1,0,1,0,0.0,10,0.19,benign
0,0,1,0,0.0,13,0.22,benign
0,0,1,0,0.0,12,0.05,benign
1,0,1,0,0.0,15,0.1,benign
1,0,1,0,0.0,11,0.2,benign
1,0,1,0,0.0,11,0.33,benign
0,0,1,0,0.0,15,0.11,benign
1,0,1,0,0.0,8,0.33,benign
1,0,1,0,0.0,9,0.19,benign
1,0,1,0,0.0,13,0.2,benign
1,0,1,0,0.0,13,0.08,benign
1,0,1,0,0.0,14,0.29,benign
0,0,1,0,0.0,16,0.34,benign
0,0,1,0,0.0,14,0.07,benign
0,0,1,0,0.0,10,0.31,benign
1,0,1,0,0.0,13,0.38,benign
0,0,1,0,0.0,9,0.24,benign
1,0,1,0,0.0,17,0.26,benign
0,0,1,0,0.0,14,0.28,benign
1,0,1,0,0.0,9,0.15,benign
1,0,1,0,0.0,10,0.11,benign
0,0,1,0,0.0,13,0.17,benign
0,0,1,0,0.0,11,0.2,benign
0,0,1,0,0.0,14,0.28,benign
0,0,1,0,0.0,9,0.13,benign
1,0,1,0,0.0,10,0.2,benign
1,0,1,0,0.0,10,0.12,benign
1,0,1,0,0.0,14,0.35,benign
0,0,1,0,0.0,10,0.06,benign
0,0,1,0,0.0,16,0.33,benign
1,0,1,0,0.0,10,0.13,benign
1,0,1,0,0.0,9,0.27,benign
0,0,1,0,0.0,16,0.31,benign
1,0,1,0,0.0,8,0.21,benign
0,0,1,0,0.0,15,0.39,benign
1,0,1,0,0.0,11,0.4,benign
0,0,1,0,0.0,11,0.28,benign
1,0,1,0,0.0,16,0.13,benign
1,0,1,0,0.0,16,0.1,benign
0,0,1,0,0.0,16,0.18,benign
1,0,1,0,0.0,10,0.4,benign
1,0,1,0,0.0,15,0.12,benign
1,0,1,0,0.0,8,0.38,benign
1,0,1,0,0.0,10,0.06,benign
0,0,1,0,0.0,13,0.22,benign
1,0,1,0,0.0,10,0.06,benign
1,0,1,0,0.0,13,0.15,benign
0,0,1,0,0.0,13,0.31,benign
1,0,1,0,0.0,16,0.11,benign
1,0,1,0,0.0,9,0.29,benign
1,0,1,0,0.0,14,0.36,benign
1,0,1,0,0.0,17,0.34,benign
0,0,1,0,0.0,16,0.12,benign
1,0,1,0,0.0,8,0.06,benign
0,0,1,0,0.0,8,0.08,benign
0,0,1,0,0.0,10,0.25,benign
1,0,1,0,0.0,11,0.18,benign
0,0,1,0,0.0,13,0.13,benign
1,0,1,0,0.0,8,0.25,benign
1,0,1,0,0.0,9,0.11,benign
0,0,1,0,0.0,14,0.28,benign
1,0,1,0,0.0,14,0.28,benign
0,0,1,0,0.0,12,0.09,benign
0,0,1,0,0.0,8,0.24,benign
1,0,1,0,0.0,14,0.34,benign
1,0,1,0,0.0,11,0.29,benign
1,0,1,0,0.0,16,0.3,benign
1,0,1,0,0.0,16,0.28,benign
1,0,1,0,0.0,12,0.38,benign
1,0,1,0,0.0,10,0.31,benign
0,0,1,0,0.0,13,0.09,benign
0,0,1,0,0.0,16,0.17,benign
0,0,1,0,0.0,15,0.27,benign
1,0,1,0,0.0,10,0.17,benign
1,0,1,0,0.0,15,0.38,benign
0,0,1,0,0.0,14,0.29,benign
1,0,1,0,0.0,11,0.07,benign
1,0,1,0,0.0,15,0.19,benign
0,0,1,0,0.0,17,0.38,benign
0,0,1,0,0.0,10,0.36,benign
1,0,1,0,0.0,13,0.14,benign
1,0,1,0,0.0,12,0.3,benign
1,0,1,0,0.0,8,0.32,benign
1,0,1,0,0.0,15,0.37,benign
0,0,1,0,0.0,8,0.34,benign
1,0,1,0,0.0,8,0.17,benign
1,0,1,0,0.0,13,0.07,benign
0,0,1,0,0.0,8,0.38,benign
0,0,1,0,0.0,13,0.28,benign
0,0,1,0,0.0,12,0.34,benign
1,0,1,0,0.0,12,0.13,benign
1,0,1,0,0.0,10,0.11,benign
0,0,1,0,0.0,17,0.16,benign
0,0,1,0,0.0,16,0.07,benign
1,0,1,0,0.0,14,0.25,benign
1,0,1,0,0.0,16,0.17,benign
0,0,1,0,0.0,15,0.06,benign
1,0,1,0,0.0,10,0.4,benign
0,0,1,0,0.0,15,0.34,benign
1,0,1,0,0.0,9,0.2,benign
1,0,1,0,0.0,17,0.23,benign
1,0,1,0,0.0,14,0.22,benign
1,0,1,0,0.0,13,0.23,benign
1,0,1,0,0.0,8,0.14,benign
1,0,1,0,0.0,14,0.3,benign
0,0,1,0,0.0,14,0.08,benign
1,0,1,0,0.0,12,0.09,benign
0,0,1,0,0.0,9,0.21,benign
0,0,1,0,0.0,9,0.15,benign
0,0,1,0,0.0,13,0.17,benign
0,0,1,0,0.0,8,0.27,benign
0,0,1,0,0.0,10,0.23,benign
0,0,1,0,0.0,9,0.35,benign
1,0,1,0,0.0,17,0.17,benign
1,0,1,0,0.0,17,0.22,benign
0,0,1,0,0.0,17,0.15,benign
0,0,1,0,0.0,11,0.16,benign
0,0,1,0,0.0,8,0.38,benign
0,0,1,0,0.0,11,0.14,benign
0,0,1,0,0.0,8,0.22,benign
1,0,1,0,0.0,9,0.18,benign
1,0,1,0,0.0,10,0.31,benign
1,0,1,0,0.0,8,0.4,benign
0,0,1,0,0.0,17,0.19,benign
0,0,1,0,0.0,11,0.21,benign
1,0,1,0,0.0,8,0.06,benign
1,0,1,0,0.0,16,0.31,benign
0,0,1,0,0.0,14,0.34,benign
0,0,1,0,0.0,13,0.36,benign
0,0,1,0,0.0,13,0.28,benign
0,0,1,0,0.0,17,0.37,benign
1,0,1,0,0.0,9,0.1,benign
1,0,1,0,0.0,10,0.08,benign
0,0,1,0,0.0,14,0.11,benign
0,0,1,0,0.0,10,0.27,benign
1,0,1,0,0.0,13,0.14,benign
1,0,1,0,0.0,10,0.13,benign
0,0,1,0,0.0,10,0.15,benign
0,0,1,0,0.0,12,0.24,benign
1,1,1,0,0.0,16,0.39,benign
0,0,1,0,0.0,17,0.11,benign
1,0,1,0,0.0,9,0.21,benign
0,0,1,0,0.0,14,0.16,benign
1,0,1,0,0.0,13,0.32,benign
1,0,1,0,0.0,15,0.32,benign
1,0,1,0,0.0,16,0.34,benign
0,0,1,0,0.0,14,0.14,benign
1,0,1,0,0.0,16,0.38,benign
1,0,1,0,0.0,17,0.11,benign
